['SearchAndRescue']	rescue need romualdez st cor kalentong house beside lolo caltex lola residing
['SearchAndRescue']	rescue need romualdez cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor house kalentong beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong house beside caltex yi lola residing
['SearchAndRescue']	rescue need romualdez st cor yi kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong sign of the zodiac beside caltex lolo lola residing
['SearchAndRescue']	business firm rescue need romualdez st cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong house beside reside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong house beside business firm caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong house lolo caltex beside lola residing
['SearchAndRescue']	rescue need romualdez caltex cor kalentong house beside st lolo lola residing
['SearchAndRescue']	need romualdez st cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez saving st cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez cor kalentong house caltex lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong house beside caltex lolo lola lodge in
['SearchAndRescue']	rescue ask romualdez st cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	kalentong need romualdez st cor rescue house beside caltex lolo lola residing
['SearchAndRescue']	rescue require romualdez st cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue necessitate romualdez st cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong home beside caltex lolo lola residing
['SearchAndRescue']	st need romualdez rescue cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong house beside yi caltex lolo lola residing
['SearchAndRescue']	rescue need st cor kalentong house beside caltex lolo
['SearchAndRescue']	rescue need romualdez st kalentong beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong house beside caltex lolo lola yi residing
['SearchAndRescue']	rescue need st cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong saving house beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue involve romualdez st cor kalentong house beside caltex lolo lola residing
['SearchAndRescue']	rescue need romualdez st cor kalentong house beside caltex lolo lola residing 
['GoodsServices', 'SearchAndRescue']	ust hospital generator already give out
['GoodsServices', 'SearchAndRescue']	generator hospital ust already die
['GoodsServices', 'SearchAndRescue']	ust hospital generator die
['GoodsServices', 'SearchAndRescue']	ust infirmary generator already die
['GoodsServices', 'SearchAndRescue']	ust hospital give out generator already die
['GoodsServices', 'SearchAndRescue']	ust hospital generator already die
['GoodsServices', 'SearchAndRescue']	author ust hospital generator already die
['GoodsServices', 'SearchAndRescue']	ust hospital infirmary generator already die
['GoodsServices', 'SearchAndRescue']	ust hospital generator already die
['GoodsServices', 'SearchAndRescue']	ust hospital source already die
['GoodsServices', 'SearchAndRescue']	ust hospital generator already author die
['GoodsServices', 'SearchAndRescue']	ust infirmary hospital generator already die
['GoodsServices', 'SearchAndRescue']	ust hospital generator author already die
['GoodsServices', 'SearchAndRescue']	ust generator hospital already die
['GoodsServices', 'SearchAndRescue']	ust infirmary generator already die
['GoodsServices', 'SearchAndRescue']	generator hospital ust already die
['GoodsServices', 'SearchAndRescue']	ust hospital already
['GoodsServices', 'SearchAndRescue']	ust hospital author already die
['GoodsServices', 'SearchAndRescue']	already hospital generator ust die
['GoodsServices', 'SearchAndRescue']	ust die generator already hospital
['GoodsServices', 'SearchAndRescue']	ust hospital author already die
['GoodsServices', 'SearchAndRescue']	ust hospital source already die
['GoodsServices', 'SearchAndRescue']	ust already die
['GoodsServices', 'SearchAndRescue']	ust hospital generator die already
['GoodsServices', 'SearchAndRescue']	ust hospital already generator die
['GoodsServices', 'SearchAndRescue']	ust hospital generator die already
['GoodsServices', 'SearchAndRescue']	ust infirmary generator already die
['GoodsServices', 'SearchAndRescue']	ust generator already die
['GoodsServices', 'SearchAndRescue']	ust hospital give out generator already die
['GoodsServices', 'SearchAndRescue']	ust hospital generator already die
['GoodsServices', 'SearchAndRescue']	ust hospital generator already die 
['GoodsServices', 'Donations']	pls remember ateneo h kitchen cook food cook food item others like clothes med eat
['GoodsServices', 'Donations']	pls remember ateneo h kitchen cook food cook food item others like clothes med
['GoodsServices', 'Donations']	pls remember ateneo h kitchen cook food food cook item others like clothes med eat
